,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabry,Path Difference (microns),Errors,Vmax,error in V max,V min,Errror in Vmin,,,,,,,,,,,,,,,,,,,,,,,
,2100,0.1374262617,,,,,,,,,3600,6.455,341,3.324,243,0.3201758871,,3600,0.3201758871,,3600,6.455,341,3.324,243,0.3201758871,,3600,0.3201758871
,2200,0.1869461854,,,,,,,,,3800,6.329,227,3.581,201,0.2772956609,,3800,0.2772956609,,3800,6.329,227,3.581,201,0.2772956609,,3800,0.2772956609
,2300,0.1975906206,,,,,,,,,4000,5.942,150,3.77,164,0.2236408567,,4000,0.2236408567,,4000,5.942,150,3.77,164,0.2236408567,,4000,0.2236408567
,2400,0.2290068086,,,,,,,,,4200,6.032,144,3.78,254,0.2295148797,,4200,0.2295148797,,4200,6.032,144,3.78,254,0.2295148797,,4200,0.2295148797
,2500,0.2600671141,,,,,,,,,4400,5.567,135,4.217,85,0.1379803761,,4400,0.1379803761,,4400,5.567,135,4.217,85,0.1379803761,,4400,0.1379803761
,,,,,,,,,,,4600,5.582,481,4.14,290,0.1483233902,,4600,0.1483233902,,4600,5.582,481,4.14,290,0.1483233902,,4600,0.1483233902
,,,,,,,,,,,4800,6.694,254,2.788,150,0.4119384096,,4800,0.4119384096,,4800,6.694,254,2.788,150,0.4119384096,,4800,0.4119384096
,,,,,,,,,,,5000,8.651,110,1.265,45,0.7448567971,,5000,0.7448567971,,5000,8.651,110,1.265,45,0.7448567971,,5000,0.7448567971
,,,,,,,,,,,5200,8.986,84,0.7229,25.66,0.8510850869,,5200,0.8510850869,,5200,8.986,84,0.7229,25.66,0.8510850869,,5200,0.8510850869
,,,,,,,,,,,5400,8.055,94,1.714,55,0.6490940731,,5400,0.6490940731,,,,,,,,,,
,,,,,,,,,,,5600,6.597,316,3.145,268,0.3543420242,,5600,0.3543420242,,,,,,,,,,
,,,,,,,,,,,5800,6.051,333,3.71,250,0.2398319844,,5800,0.2398319844,,,,,,,,,,
,,,,,,,,,,,6000,6.171,219,3.591,145,0.2642901045,,6000,0.2642901045,,,,,,,,,,
,,,,,,,,,,,6200,5.853,118,3.789,264,0.2140634723,,6200,0.2140634723,,,,,,,,,,
,,,,,,,,,,,6400,5.694,169,3.998,258,0.1749896822,,6400,0.1749896822,,,,,,,,,,
,,,,,,,,,,,6600,5.526,212,4.226,179,0.1333059885,,6600,0.1333059885,,,,,,,,,,
,,,,,,,,,,,6800,6.428,294,2.936,207,0.3729175566,,6800,0.3729175566,,,,,,,,,,
,sld,,,,,,,,,,7000,7.926,161,1.984,70,0.5995963673,,7000,0.5995963673,,,,,,,,,,
,,,,,,,,,,,7200,8.973,137,0.7687,48,0.8421836025,,7200,0.8421836025,,,,,,,,,,
,,,,,,,,,,,7400,8.469,107,1.265,19,0.7400862955,,7400,0.7400862955,,,,,,,,,,
,Path Difference (microns),Errors,Vmax,error in V max,V min,Errror in Vmin,S(delta),,,,7600,7.154,376,2.653,278,0.4589578872,,7600,0.4589578872,,,,,,,,,,
,17000,,3.123,27.61,2.976,18.65,0.02410231185,,,,7800,6.071,306,3.641,256,0.2502059308,,7800,0.2502059308,,,,,,,,,,
,17050,,3.101,14.53,2.982,14.52,0.01956271577,,,,8000,6.243,171,3.492,50,0.2825885978,,8000,0.2825885978,,,,,,,,,,
,17100,,3.095,16,2.988,18.65,0.01759000493,,,,8200,5.794,170,3.809,95,0.2067062376,,8200,0.2067062376,,,,,,,,,,
,17150,,3.135,0,2.944,14.53,0.03141964139,,,,8400,5.674,225,3.998,278,0.1732837055,,8400,0.1732837055,,,,,,,,,,
,17200,,3.135,0,2.936,0,0.03277878438,,,,8600,5.535,118,3.998,133,0.1612294136,,8600,0.1612294136,,,,,,,,,,
,17250,,3.123,17.63,2.976,0,0.02410231185,,,,8800,5.992,347,3.7,287,0.2364836979,,8800,0.2364836979,,,,,,,,,,
,17300,,3.135,12.21,2.981,12.21,0.02517985612,,,,9000,7.381,137,2.279,119,0.5281573499,,9000,0.5281573499,,,,,,,,,,
,17350,,3.095,0,3.016,14.28,0.01292750777,,,,9200,8.646,77,1.036,44,0.7859946292,,9200,0.7859946292,,,,,,,,,,
,17400,,3.202,19.41,2.897,0,0.05000819807,,,,9400,8.661,123,1.032,41,0.7870628288,,9400,0.7870628288,,,,,,,,,,
,17450,,3.119,19.41,2.976,0,0.02346185398,,,,9600,7.579,84,2.163,101,0.5559433381,,9600,0.5559433381,,,,,,,,,,
,17500,,3.099,12.21,2.992,18.65,0.01756690199,,,,9800,6.331,291,3.36,272,0.3065731091,,,,,,,,,,,,,
,17550,,3.095,0,3.002,19.41,0.01525340331,,,,10000,6.26,116,3.393,118,0.2970061121,,,,,,,,,,,,,
,17600,,3.282,21.66,2.807,16.28,0.07800952537,,,,10200,,,,,#DIV/0!,,,,,,,,,,,,,
,17630,,4.794,121.5,1.184,99.29,0.6038808966,,,,10400,,,,,#DIV/0!,,,,,,,,,,,,,
,17640,,5.543,35.42,0.4682,59.13,0.844224115,,,,10600,,,,,,,,,,,,,,,,,,
,17650,,5.738,40.7,0.2579,32.58,0.9139745493,,,,10800,,,,,,,,,,LI FP PD,LI FP C(d),,,,,,,
,17660,,5.547,0,0.554,0,0.8183904278,,,,11000,,,,,,,,,,0,0.2251331,,,,,,,
,17670,,4.794,54.61,1.27,0,0.5811345646,,,,,,,,,,,,,,100,0.2137465,,,,,,,
,17700,,3.329,0,2.698,14.2,0.1046955368,,,,,,,,,,,,,,200,0.20236,,,,,,,
,17750,,3.095,0,2.948,20.07,0.02432566606,,,,,,,,,,,,,,300,0.1848016,,,,,,,
,17800,,3.095,0,3.004,32.56,0.01492047877,,,,,,,,,,,,,,400,0.1672431,,,,,,,
,17850,,3.095,0,2.964,37.31,0.02162072949,,,,,,,,,,,,,,500,0.2546622,,,,,,,
,17900,,3.095,0,2.936,0,0.0263637871,,,,,,,,,,,,,,600,0.3420812,,,,,,,
,17950,,3.095,0,3,29.07,0.01558654635,,,,,,,,,,,,,,700,0.4992119,,,,,,,
,18000,,3.095,0,2.936,0,0.0263637871,,,,,,,,,,,,,,800,0.6563426,,,,,,,
,18050,,3.175,0,2.857,0,0.05271883289,,,,,,,,,,,,,,900,0.765215,,,,,,,
,18100,,3.095,0,2.94,17.74,0.02568351284,,,,,,,,,,,,,,1000,0.8740873,,,,,,,
,18150,,3.095,0,2.948,29.07,0.02432566606,,,,,,,,,,,,,,1100,0.8285989,,,,,,,
,18200,,3.095,0,2.936,11.2,0.0263637871,,,,,,,,,,,,,,1200,0.7831106,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1300,0.6453715,,,,,,,
,,,,,,,,,,,,,,,,,,,,,1400,0.5076324,,,,,,,
,0,0.02410231185,,,,,,,,,,,,,,,,,,,1500,0.3829662,,,,,,,
,50,0.01956271577,,,,,,,,,,,,,,,,,,,1600,0.2583001,,,,,,,
,100,0.01759000493,,,,,,,,,,,,,,,,,,,1700,0.2530416,,,,,,,
,150,0.03141964139,,,,,,,,,,,,,,,,,,,1800,0.2477831,,,,,,,
,200,0.03277878438,,,,,,,,,,,,,,,,,,,1900,0.221634,,,,,,,
,250,0.02410231185,,,,,,,,,,,,,,,,,,,2000,0.1954849,,,,,,,
,300,0.02517985612,,,,,,,,,,,,,,,,,,,2100,0.1915728,,,,,,,
,350,0.01292750777,,,,,,,,,,,,,,,,,,,2200,0.1876607,,,,,,,
,400,0.05000819807,,,,,,,,,,,,,,,,,,,2300,0.1813782,,,,,,,
,450,0.02346185398,,,,,,,,,,,,,,,,,,,2400,0.1750957,,,,,,,
,500,0.01756690199,,,,,,,,,,,,,,,,,,,2500,0.2006776,,,,,,,
,550,0.01525340331,,,,,,,,,,,,,,,,,,,2600,0.2262595,,,,,,,
,600,0.07800952537,,,,,,,,,,,,,,,,,,,2700,0.375054,,,,,,,
,630,0.6038808966,,,,,,,,,,,,,,,,,,,2800,0.5238484,,,,,,,
,640,0.844224115,,,,,,,,,,,,,,,,,,,2900,0.6716481,,,,,,,
,650,0.9139745493,,,,,,,,,,,,,,,,,,,3000,0.8194479,,,,,,,
,660,0.8183904278,,,,,,,,,,,,,,,,,,,3100,0.8206972,,,,,,,
,670,0.5811345646,,,,,,,,,,,,,,,,,,,3200,0.8219466,,,,,,,
,700,0.1046955368,,,,,,,,,,,,,,,,,,,3300,0.708545,,,,,,,
,750,0.02432566606,,,,,,,,,,,,,,,,,,,3400,0.5951434,,,,,,,
,800,0.01492047877,,,,,,,,,,,,,,,,,,,3500,0.4576596,,,,,,,
,850,0.02162072949,,,,,,,,,,,,,,,,,,,3600,0.3201759,,,,,,,
,900,0.0263637871,,,,,,,,,,,,,,,,,,,3700,0.2987358,,,,,,,
,950,0.01558654635,,,,,,,,,,,,,,,,,,,3800,0.2772957,,,,,,,
,1000,0.0263637871,,,,,,,,,,,,,,,,,,,3900,0.2504683,,,,,,,
,1050,0.05271883289,,,,,,,,,,,,,,,,,,,4000,0.2236409,,,,,,,
,1100,0.02568351284,,,,,,,,,,,,,,,,,,,4100,0.2265779,,,,,,,
,1150,0.02432566606,,,,,,,,,,,,,,,,,,,4200,0.2295149,,,,,,,
,1200,0.0263637871,,,,,,,,,,,,,,,,,,,4300,0.1837476,,,,,,,
,,,,,,,,,,,,,,,,,,,,,4400,0.1379804,,,,,,,
,,,,,,,,,,,,,,,,,,,,,4500,0.1431519,,,,,,,
,"40mV minimum, when both lights are blocked",,,,,,,,,,,,,,,,,,,,4600,0.1483234,,,,,,,
,3.28V,for I_1 (the one above),,,,,,,,,,,,,,,,,,,4700,0.2801309,,,,,,,
,1.60V,for I_2 (the one below),,,,,,,,,,,,,,,,,,,4800,0.4119384,,,,,,,
SLD (took on 22nd Oct),,,,,,,,,,,,,,,,,,,,,4900,0.5783976,,,,,,,
,Path Difference (microns),Vmax,error in V max,V min,Errror in Vmin,C(∂),,,,,,,,,,,,,,,5000,0.7448568,,,,,,,
,15000,3.73,0,3.492,0,0.03295486015,0.03295486015,,,,,,,,,,,,,,5100,0.7979709,,,,,,,
,15050,0,,,,#DIV/0!,0,,,,,,,,,,,,,,5200,0.8510851,,,,,,,
,15100,0,,,,#DIV/0!,0,,,,,,,,,,,,,,5300,0.7500896,,,,,,,
,15150,0,,,,#DIV/0!,0,,,,,,,,,,,,,,5400,0.6490941,,,,,,,
,15200,0,,,,#DIV/0!,0,,,,,,,,,,,,,,5500,0.501718,,,,,,,
,15250,3.73,12.21,3.492,0,0.03295486015,0.03295486015,,,,,,,,,,,,,,5600,0.354342,,,,,,,
,15300,,,,,#DIV/0!,0,,,,,,,,,,,,,,5700,0.297087,,,,,,,
,15350,,,,,#DIV/0!,0,,,,,,,,,,,,,,5800,0.239832,,,,,,,
,15400,,,,,#DIV/0!,0,,,,,,,,,,,,,,5900,0.252061,,,,,,,
,15450,,,,,#DIV/0!,0,,,,,,,,,,,,,,6000,0.2642901,,,,,,,
,15500,,,,,#DIV/0!,0,,,,,,,,,,,,,,6100,0.2391768,,,,,,,
,15550,,,,,#DIV/0!,0,,,,,,,,,,,,,,6200,0.2140635,,,,,,,
,15600,,,,,#DIV/0!,0,,,,,,,,,,,,,,6300,0.1945266,,,,,,,
,15650,,,,,#DIV/0!,0,,,,,,,,,,,,,,6400,0.1749897,,,,,,,
,15700,,,,,#DIV/0!,0,,,,,,,,,,,,,,6500,0.1541478,,,,,,,
,15750,,,,,#DIV/0!,0,,,,,,,,,,,,,,6600,0.133306,,,,,,,
,15800,,,,,#DIV/0!,0,,,,,,,,,,,,,,6700,0.2531118,,,,,,,
,15850,,,,,#DIV/0!,0,,,,,,,,,,,,,,6800,0.3729176,,,,,,,
,15900,3.928,19,3.518,9,0.05506312114,0.05506312114,,,,,,,,,,,,,,6900,0.486257,,,,,,,
,15950,,,,,#DIV/0!,0,,,,,,,,,,,,,,7000,0.5995964,,,,,,,
,16000,,,,,#DIV/0!,0,,,,,,,,,,,,,,7100,0.72089,,,,,,,
,16050,,,,,#DIV/0!,0,,,,,,,,,,,,,,7200,0.8421836,,,,,,,
,16100,3.889,8,3.571,0,0.04262734584,0.04262734584,,,,,,,,,,,,,,7300,0.7911349,,,,,,,
,16150,,,,,#DIV/0!,0,,,,,,,,,,,,,,7400,0.7400863,,,,,,,
,16200,,,,,#DIV/0!,0,,,,,,,,,,,,,,7500,0.5995221,,,,,,,
,16250,,,,,#DIV/0!,0,,,,,,,,,,,,,,7600,0.4589579,,,,,,,
,16300,,,,,#DIV/0!,0,,,,,,,,,,,,,,7700,0.3545819,,,,,,,
,16350,3.849,8,3.611,9,0.03190348525,0.03190348525,,,,,,,,,,,,,,7800,0.2502059,,,,,,,
,16400,,,,,#DIV/0!,0,,,,,,,,,,,,,,7900,0.2663973,,,,,,,
,16450,,,,,#DIV/0!,0,,,,,,,,,,,,,,8000,0.2825886,,,,,,,
,16500,,,,,#DIV/0!,0,,,,,,,,,,,,,,8100,0.2446474,,,,,,,
,16550,3.849,8,3.611,9,0.03190348525,0.03190348525,,,,,,,,,,,,,,8200,0.2067062,,,,,,,
,16600,,,,,#DIV/0!,0,,,,,,,,,,,,,,8300,0.189995,,,,,,,
,16650,,,,,#DIV/0!,0,,,,,,,,,,,,,,8400,0.1732837,,,,,,,
,16700,,,,,#DIV/0!,0,,,,,,,,,,,,,,8500,0.1672566,,,,,,,
,16750,3.968,0,3.452,0,0.06954177898,0.06954177898,,,,,,,,,,,,,,8600,0.1612294,,,,,,,
,16800,4.008,20,3.413,20,0.0801778736,0.0801778736,,,,,,,,,,,,,,8700,0.1988566,,,,,,,
,16850,,,,,#DIV/0!,0,,,,,,,,,,,,,,8800,0.2364837,,,,,,,
,16900,,,,,#DIV/0!,0,,,,,,,,,,,,,,8900,0.3823205,,,,,,,
,16950,,,,,#DIV/0!,0,,,,,,,,,,,,,,9000,0.5281573,,,,,,,
,17000,,,,,#DIV/0!,0,,,,,,,,,,,,,,9100,0.657076,,,,,,,
,17050,,,,,#DIV/0!,0,,,,,,,,,,,,,,9200,0.7859946,,,,,,,
,17100,,,,,#DIV/0!,0,,,,,,,,,,,,,,9300,0.7865287,,,,,,,
,17150,,,,,#DIV/0!,0,,,,,,,,,,,,,,9400,0.7870628,,,,,,,
,17200,3.887,8,3.571,8,0.04237060874,0.04237060874,,,,,,,,,,,,,,9500,0.6715031,,,,,,,
,17250,,,,,#DIV/0!,0,,,,,,,,,,,,,,9600,0.5559433,,,,,,,
,17300,,,,,#DIV/0!,0,,,,,,,,,,,,,,9700,0.4312582,,,,,,,
,17350,,,,,#DIV/0!,0,,,,,,,,,,,,,,9800,0.3065731,,,,,,,
,17400,,,,,#DIV/0!,0,,,,,,,,,,,,,,9900,0.3017896,,,,,,,
,17450,,,,,#DIV/0!,0,,,,,,,,,,,,,,10000,0.2970061,,,,,,,
,17500,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,17550,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,17600,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,17650,6.428,29,1.032,29,0.7233243968,0.7233243968,,,,,,,,,,,,,,,,,,,,,,
,17700,5.317,32,2.143,37,0.4254691689,0.4254691689,,,,,,,,,,,,,,,,,,,,,,
,17750,3.815,20,3.611,18,0.02747104767,0.02747104767,,,,,,,,,,,,,,,,,,,,,,
,17800,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,17850,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,17900,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,17950,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18000,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18050,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18100,3.928,8,3.492,9,0.05876010782,0.05876010782,,,,,,,,,,,,,,,,,,,,,,
,18150,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18200,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18250,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18300,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18350,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18400,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18450,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18500,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18550,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18600,3.786,19,3.623,20,0.02200026994,0.02200026994,,,,,,,,,,,,,,,,,,,,,,
,18650,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18700,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18750,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18800,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18850,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18900,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,18950,3.917,20,3.532,12,0.0516847899,0.0516847899,,,,,,,,,,,,,,,,,,,,,,
,19000,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,19050,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,,,,,,,
,19100,,,,,#DIV/0!,0,,,,,,,,,,,,,,,LI SLD PD,LI SLD C(d),,,,,,
,19150,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15000,0.032955,,,,,,
,19200,4.008,12,3.452,9,0.0745308311,0.0745308311,,,,,,,,,,,,,,,15025,0.016477,,,,,,
,19250,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15050,0,,,,,,
,19300,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15075,0,,,,,,
,19350,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15100,0,,,,,,
,19400,3.847,8,3.611,12,0.03164387235,0.03164387235,,,,,,,,,,,,,,,15125,0,,,,,,
,19450,3.928,8,3.492,9,0.05876010782,0.05876010782,,,,,,,,,,,,,,,15150,0,,,,,,
,19500,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15175,0,,,,,,
,19550,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15200,0,,,,,,
,19600,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15225,0.016477,,,,,,
,19650,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15250,0.032955,,,,,,
,19700,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15275,0.016477,,,,,,
,19750,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15300,0,,,,,,
,19800,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15325,0,,,,,,
,19850,3.849,12,3.611,9,0.03190348525,0.03190348525,,,,,,,,,,,,,,,15350,0,,,,,,
,19900,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15375,0,,,,,,
,19950,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15400,0,,,,,,
,20000,,,,,#DIV/0!,0,,,,,,,,,,,,,,,15425,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15450,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15475,0,,,,,,
,Intensity against Length of Air gap in lines: in further away delay line SLD,,,,,,,,,,,,,,,,,,,,,15500,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15525,0,,,,,,
,Length of Air Gap (mm),"Intensity (volts, then can convert)",error (microvolts),,,,,,,,,,,,,,,,,,,15550,0,,,,,,
,0,2.395,317,0.000317,,,,,,,,,,,,,,,,,,15575,0,,,,,,
,50,2.394,308,0.000308,,,,,,,,,,,,,,,,,,15600,0,,,,,,
,100,2.394,616,0.000616,,,,,,,,,,,,,,,,,,15625,0,,,,,,
,150,2.393,316,0.000316,,,,,,,,,,,,,,,,,,15650,0,,,,,,
,200,2.393,530,0.00053,,,,,,,,,,,,,,,,,,15675,0,,,,,,
,250,2.393,346,0.000346,,,,,,,,,,,,,,,,,,15700,0,,,,,,
,300,2.392,372,0.000372,,,,,,,,,,,,,,,,,,15725,0,,,,,,
,350,2.392,672,0.000672,,,,,,,,,,,,,,,,,,15750,0,,,,,,
,400,2.392,462,0.000462,,,,,,,,,,,,,,,,,,15775,0,,,,,,
,450,2.39,531,0.000531,,,,,,,,,,,,,,,,,,15800,0,,,,,,
,500,2.39,460,0.00046,,,,,,,,,,,,,,,,,,15825,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15850,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15875,0.027532,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15900,0.055063,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15925,0.027532,,,,,,
,,,,,,,,,,,,,,,,,,,,,,15950,0,,,,,,
,Doing Fabry perot laser with an amplifier in one arm,,,,,,,,,,,,,,,,,,,,,15975,0,,,,,,
,23rd Oct,,,,,,,,,,,,,,,,,,,,,16000,0,,,,,,
,Path Difference (microns),Errors,Vmax,error in V max,V min,Errror in Vmin,S(delta),,path diff (micron),fringe contrast,,,,,,,,,,,,16025,0,,,,,,
"*note this is not actually 0 path difference, will need to add the 0.005 see diagram of wirelengths on wall ",0,,6.571,384,5.02,141,0.1338107152,,0,0.1338107152,,,,,,,,,,,,16050,0,,,,,,
,100,,6.81,389,4.995,210,0.1537484117,,100,0.1537484117,,,,,,,,,,,,16075,0.021314,,,,,,
1.40 on FP laser,200,,7.021,437,4.206,243,0.2507348357,,200,0.2507348357,,,,,,,,,,,,16100,0.042627,,,,,,
100mA amplification,300,,6.601,276,4.72,146,0.1661514001,,300,0.1661514001,,,,,,,,,,,,16125,0.021314,,,,,,
,400,,6.905,443,5.047,122,0.1554551539,,400,0.1554551539,,,,,,,,,,,,16150,0,,,,,,
,500,,6.711,242,4.841,273,0.1618767313,,500,0.1618767313,,,,,,,,,,,,16175,0,,,,,,
,600,,6.913,325,4.67,89,0.1936458603,,600,0.1936458603,,,,,,,,,,,,16200,0,,,,,,
,700,,7.01,238,4.665,107,0.200856531,,700,0.200856531,,,,,,,,,,,,16225,0,,,,,,
,800,,7.143,185,4.507,82,0.2262660944,,800,0.2262660944,,,,,,,,,,,,16250,0,,,,,,
,900,,7.138,274,4.369,100,0.2406361345,,900,0.2406361345,,,,,,,,,,,,16275,0,,,,,,
